Date,Orders,CPI,FED FUNDS RATE,RETAIL SALES,U RATE,R GDP,H Total Sales,TCS,PPI,Housing Starts,Industrial Production
1/1/2018,1.266171346,0.5806145448016152,0.16892723976889562,-0.8707654461903596,-0.34583161629581793,0.286799864916303,0.4762623418971715,0.67291339348859,1.0738997397479115,1.1080374425318218,-0.023886760518564996
2/1/2018,-0.617705147,0.3524254223905,0.1780997595753515,-0.20521223891110385,-0.2740326648157177,0.286799864916303,0.9498305706575985,-0.5575473986436262,0.9569244188451549,-0.2643541106548001,0.16104299833484162
3/1/2018,0.882906472,-0.20537021017000356,0.26065243783345443,-0.038823937091289916,-0.34583161629581793,0.286799864916303,1.739381717064348,1.9718713267909762,-1.2974002724023537,0.3205996661132683,0.2535078777615449
4/1/2018,0.69360659,0.2256536877176583,0.42575779434966016,1.0427000247375005,-0.34583161629581793,0.286799864916303,-0.6812586289151928,-0.7621647482054615,0.3059010554875509,-0.39934344375512354,0.4846700763283033
5/1/2018,1.323790743,0.27636238158679494,0.434930314156116,-0.7875712952804527,-0.4894295192560191,0.286799864916303,0.06767774658585973,-0.06599846631496846,0.02731973918267103,0.5568309990388343,-0.4399787179387299
6/1/2018,0.766773367,-0.382850638711982,0.5450005518335866,0.127564364728524,-0.34583161629581793,0.286799864916303,-0.8518406667191202,-1.3566526971049462,-1.8847874136491267,-1.3892652198241622,0.3459727571882482
7/1/2018,0.337405807,-0.7631658427305071,0.6275532300916894,0.29395266654833796,-0.4894295192560191,0.286799864916303,-0.6455176305181795,-0.7624000758070277,-1.1210350669098004,-0.0731192220960085,0.06857811890813831
8/1/2018,0.965349703,-0.6363941080576655,0.6275532300916894,-1.1203478989200806,-0.4894295192560191,0.286799864916303,-0.8469668942104365,-0.5640020985722998,-0.46150922172601505,0.7705641097810132,0.29974031747489654
9/1/2018,0.135110646,-0.4842680264502554,0.6642433093175129,-0.20521223891110385,-0.5612284707361194,0.286799864916303,-0.23855762604309558,-0.4654838790880383,-1.567792923972676,-0.444339888121898,-0.023886760518564996
10/1/2018,0.743250674,-0.3321419448428453,0.8843837846724538,0.29395266654833796,-0.4894295192560191,-0.34584689592848306,-0.5951553145951152,-1.3557786231562718,-1.8098047423192747,-0.3205996661132682,-0.07011920023191665
11/1/2018,0.054999074,-1.625213638505831,0.89355630447891,-0.12201808800119689,-0.4894295192560191,-0.34584689592848306,0.1237261304357216,-0.6634784375772239,-1.4118454430038936,-0.46683811030528527,-0.07011920023191665
12/1/2018,-0.036089756,-1.5998592915712626,0.957763943124101,0.044370213818617055,-0.4176305677759185,-0.34584689592848306,-1.1735096522922404,-0.5647080813769986,-1.2316457849230624,-0.9168025539730302,-0.07011920023191665
1/1/2019,0.377103153,-0.306787597908277,1.0770067006080273,-1.0371537480101736,-0.34583161629581793,0.0337411605783886,2.2860565334550293,0.32414107885304255,-0.051566032224251775,1.4005143309158559,-0.3012813987986749
2/1/2019,-0.076459178,0.27636238158679494,1.0770067006080273,-0.038823937091289916,-0.4894295192560191,0.0337411605783886,1.2609397157952373,-0.5673134941086246,0.8188154781783606,-1.0180445537982727,-0.20881651937197163
3/1/2019,0.351609034,0.6313232386707519,1.0861792204144833,0.4603409683681518,-0.4894295192560191,0.0337411605783886,1.5021914549750777,-0.9596550332627196,0.3013703212272329,0.6355747766806896,0.022345679194786656
4/1/2019,0.368903814,0.5552601978670468,1.095351740220939,0.4603409683681518,-0.6330274222162199,0.286799864916303,-0.543168407835823,1.1965677343166405,1.9954138225169706,0.6805712210474641,-0.25504895908532327
5/1/2019,0.324949981,-0.2560789040391403,1.0678341808015714,0.29395266654833796,-0.5612284707361194,0.286799864916303,-1.0809079746272512,-0.3775554016742569,0.16253567853605874,0.1743612219212512,0.06857811890813831
6/1/2019,0.43996475,-0.7378114957959387,1.0586616609951154,0.3771468174582449,-0.6330274222162199,0.286799864916303,1.38522091476667,0.29689350441455276,0.8147946966919313,-0.7030694432308513,-0.023886760518564996
7/1/2019,0.211996249,-0.3574962917774136,1.0770067006080273,0.044370213818617055,-0.5612284707361194,0.5398585692542175,-1.4196351639807643,-1.245241886877735,1.300181476376869,-0.09561744427939574,-0.20881651937197163
8/1/2019,0.41917517,-0.8138745365996439,0.8293486658337186,-0.12201808800119689,-0.5612284707361194,0.5398585692542175,0.23013683020864772,-0.09284262200791611,0.28343371308411236,1.186781220173677,0.29974031747489654
9/1/2019,0.780797373,-0.5856854141885287,0.7467959875756158,0.8763117229176867,-0.7048263736963205,0.5398585692542175,-0.20769040015476586,-1.1487071428923885,0.14164722837485222,-0.6693221099557705,-0.16258407965861996
10/1/2019,1.471737282,-0.20537021017000356,0.5541730716400425,-1.0371537480101736,-0.6330274222162199,-0.09278819159056859,-0.21093958182722164,-0.9575202757342259,-0.4207522269513792,0.1968594441046384,-0.3937462782253782
11/1/2019,-0.343273726,-0.9152919243379172,0.297342517059278,0.4603409683681518,-0.6330274222162199,-0.09278819159056859,-0.8039152370503977,-0.9575875121918164,1.023492869405845,0.050620999912621346,0.11481055862148995
12/1/2019,-0.19814991,-1.0167093120761908,0.297342517059278,-1.5363186534696154,-0.6330274222162199,-0.09278819159056859,-0.22799778560761436,-1.0535843645164398,-0.2951175156766294,1.5580018861995666,-0.16258407965861996
1/1/2020,0.265090328,0.20029934078308995,0.297342517059278,2.956165495665361,-0.7048263736963205,-2.117257826293884,1.5923562463857248,0.7711962853712855,1.2263854259247193,0.15186299973786394,-0.25504895908532327
2/1/2020,-0.382791851,-0.10395282243173017,0.3248600764786456,0.6267292701879659,-0.7048263736963205,-2.117257826293884,0.48519759149642483,-0.38604400444503867,0.23370351084585966,-0.06187011100431489,0.16104299833484162
3/1/2020,0.841777155,-1.346315822225579,-0.5281842655217508,0.7099234210978728,-0.05863581037541565,-1.484611065449098,-0.5813462924871782,0.08689723824548941,-0.08634088868980964,-2.232948551701184,-1.7807194696259276
4/1/2020,-0.464113162,-2.4872614342811548,-1.0785354539091032,1.4586707792870355,-0.4176305677759185,-1.8641991219559697,-1.028921067867959,-0.29572863278679984,-3.3224423510822527,-3.009137217028044,-6.126568802680982
5/1/2020,-0.326964659,-0.7885201896650755,-1.0785354539091032,0.8763117229176867,-0.4176305677759185,-1.8641991219559697,1.8092391230221467,-0.8616915145535784,-0.8317055152168066,1.3330196643656942,0.7158322748950615
6/1/2020,0.763278567,0.6059688917361835,-1.0510178944897355,1.0427000247375005,-0.4176305677759185,-1.7376697697870125,1.8384817580742487,-1.0497182682049946,-0.4611071435773721,2.210450329517797,2.888756941422589
7/1/2020,-0.009266418,0.50455150399791,-1.0418453746832796,2.1242239865662915,4.105703375470413,-1.8641991219559697,0.5509935203636539,-0.4852345885052038,0.24444193944986012,2.0642118853257796,1.7329459485887977
8/1/2020,0.142349164,0.02281891224111153,-1.0326728548768238,1.3754766283771285,2.8133222488286047,-1.7376697697870125,-0.4481298439164921,-1.4251330291607187,0.24303956932166648,-1.074290109256741,0.3922051969015999
9/1/2020,0.298787104,-0.4335593325811187,-1.0418453746832796,0.7099234210978728,2.4543274914281024,-1.7376697697870125,-0.4668126385331127,-0.10792039762255226,0.6551598648965697,0.624325665588996,-0.023886760518564996
10/1/2020,0.143956617,-0.6871028019268022,-1.0418453746832796,-0.7875712952804527,1.736337976627097,0.6663879214231746,0.04005970236998579,-1.1430928986835944,0.8087242973258342,0.45558899921359175,0.3459727571882482
11/1/2020,-0.478405998,-0.9406462712724856,-1.0418453746832796,-1.5363186534696154,1.592740073666896,0.6663879214231746,-1.8355304180551013,-1.7073076325530236,0.5535419679151509,0.005624555545846841,0.11481055862148995
12/1/2020,-0.032146904,-0.5603310672539604,-1.0418453746832796,-0.28840638982101086,1.592740073666896,0.6663879214231746,0.20089419515654586,-0.10622267706839589,0.9395271838282626,0.7255676654142387,0.4384376366149515
1/1/2021,-0.262221246,0.3017167285213633,-1.0418453746832796,-0.8707654461903596,1.3055442677464937,1.2990346822679608,1.739381717064348,0.07840863547470761,0.5187180775290268,-0.4105925548468171,0.4846700763283033
2/1/2021,-0.598707772,0.6059688917361835,-1.0510178944897355,-0.8707654461903596,1.2337453162663934,1.2990346822679608,-0.8039152370503977,0.44713336890019184,-1.3861614754113116,-1.276774108907226,-1.4570923916324663
3/1/2021,0.189100827,1.0116384426892768,-1.0601904142961915,-0.7043771443705457,1.1619463647862924,1.2990346822679608,1.4428938894527599,-0.026799611539793888,1.3712904679819906,2.142955662967635,1.2243891117419297
4/1/2021,-0.760499096,1.2905362589695284,-1.0601904142961915,-0.12201808800119689,1.1619463647862924,1.552093386605875,-0.9460669352203372,1.7229115334483045,-0.058215031853030154,-1.4230125530992432,0.06857811890813831
5/1/2021,-0.88761125,1.2398275651003923,-1.0693629341026474,-0.5379888425507318,0.9465495103459911,1.552093386605875,-1.0532899304113772,-0.4980599427905632,0.27384267822136116,0.6693221099557705,0.3459727571882482
